symbol,strike_price,expiry_date,option_type,identifier,instrument_token,last_price,change,p_change,volume,oi,iv,oi_day_high,oi_day_low,bid_qty,bid_price,ask_qty,ask_price
NIFTY,22700,30-Sep-2025,PE,OPTIDXNIFTY30-09-2025PE22700.00,,1.0,-0.5,-33.33333333333333,37361,16748.0,30.17,,,104100,1.0,1575,1.05
NIFTY,22700,28-Oct-2025,CE,OPTIDXNIFTY28-10-2025CE22700.00,,2585.0,0.0,0.0,0,140.0,0.0,,,1800,2081.8,1725,2484.35
NIFTY,22700,28-Oct-2025,PE,OPTIDXNIFTY28-10-2025PE22700.00,,10.75,-0.34999999999999964,-3.1531531531531503,450,653.0,17.05,,,750,9.8,375,11.5
NIFTY,22700,25-Nov-2025,CE,OPTIDXNIFTY25-11-2025CE22700.00,,0.0,0.0,0.0,0,0.0,0.0,,,1725,1908.7,1725,2642.8
NIFTY,22700,25-Nov-2025,PE,OPTIDXNIFTY25-11-2025PE22700.00,,27.2,0.34999999999999787,1.303538175046547,113,782.0,15.68,,,600,26.0,300,28.85
NIFTY,22750,30-Sep-2025,CE,OPTIDXNIFTY30-09-2025CE22750.00,,2065.95,0.0,0.0,0,1.0,0.0,,,1725,1963.25,75,2254.75
NIFTY,22750,30-Sep-2025,PE,OPTIDXNIFTY30-09-2025PE22750.00,,1.0,-0.6000000000000001,-37.50000000000001,4887,542.0,29.53,,,1800,1.0,1125,1.05
NIFTY,22750,28-Oct-2025,CE,OPTIDXNIFTY28-10-2025CE22750.00,,0.0,0.0,0.0,0,0.0,0.0,,,1425,1982.85,1725,2436.3
NIFTY,22750,28-Oct-2025,PE,OPTIDXNIFTY28-10-2025PE22750.00,,11.1,-0.15000000000000036,-1.3333333333333366,24,54.0,16.83,,,750,10.0,1725,16.25
NIFTY,22750,25-Nov-2025,CE,OPTIDXNIFTY25-11-2025CE22750.00,,0.0,0.0,0.0,0,0.0,0.0,,,1725,1952.95,1725,2593.7
NIFTY,22750,25-Nov-2025,PE,OPTIDXNIFTY25-11-2025PE22750.00,,29.4,2.25,8.287292817679559,6,132.0,15.66,,,600,24.5,1725,45.15
NIFTY,22800,30-Sep-2025,CE,OPTIDXNIFTY30-09-2025CE22800.00,,2158.2,-154.5,-6.680503307822026,99,935.0,44.77,,,225,2018.95,375,2166.3
NIFTY,22800,30-Sep-2025,PE,OPTIDXNIFTY30-09-2025PE22800.00,,1.1,-0.5499999999999998,-33.33333333333333,41722,11993.0,29.19,,,1725,1.1,2625,1.2
NIFTY,22800,28-Oct-2025,CE,OPTIDXNIFTY28-10-2025CE22800.00,,2285.0,-139.1500000000001,-5.7401563434605976,101,421.0,0.0,,,75,2272.05,75,2302.7
NIFTY,22800,28-Oct-2025,PE,OPTIDXNIFTY28-10-2025PE22800.00,,11.25,-0.3000000000000007,-2.5974025974026036,679,2867.0,16.55,,,750,10.2,1725,11.7
NIFTY,22800,25-Nov-2025,CE,OPTIDXNIFTY25-11-2025CE22800.00,,0.0,0.0,0.0,0,0.0,0.0,,,900,1788.45,1725,2544.75
NIFTY,22800,25-Nov-2025,PE,OPTIDXNIFTY25-11-2025PE22800.00,,27.65,0.34999999999999787,1.2820512820512742,6,152.0,15.22,,,75,27.2,375,32.9
NIFTY,22850,30-Sep-2025,CE,OPTIDXNIFTY30-09-2025CE22850.00,,2011.6,0.0,0.0,0,2.0,0.0,,,75,2066.7,75,2149.35
NIFTY,22850,30-Sep-2025,PE,OPTIDXNIFTY30-09-2025PE22850.00,,1.05,-0.55,-34.375,1930,626.0,28.41,,,2250,0.95,1800,1.1
NIFTY,22850,07-Oct-2025,CE,OPTIDXNIFTY07-10-2025CE22850.00,,0.0,0.0,0.0,0,0.0,0.0,,,1725,1881.5,1725,2350.9
NIFTY,22850,07-Oct-2025,PE,OPTIDXNIFTY07-10-2025PE22850.00,,2.7,-0.6499999999999999,-19.402985074626862,1596,745.0,20.83,,,1875,2.7,300,3.75
NIFTY,22850,28-Oct-2025,CE,OPTIDXNIFTY28-10-2025CE22850.00,,2059.75,0.0,0.0,0,1.0,0.0,,,1725,1903.8,1725,2332.0
NIFTY,22850,28-Oct-2025,PE,OPTIDXNIFTY28-10-2025PE22850.00,,11.7,-1.3000000000000007,-10.000000000000005,1,37.0,16.34,,,750,10.1,1725,26.2
NIFTY,22850,25-Nov-2025,CE,OPTIDXNIFTY25-11-2025CE22850.00,,0.0,0.0,0.0,0,0.0,0.0,,,1725,1746.9,1725,2499.45
NIFTY,22850,25-Nov-2025,PE,OPTIDXNIFTY25-11-2025PE22850.00,,29.3,0.0,0.0,0,12.0,0.0,,,300,23.4,1725,43.65
NIFTY,22900,30-Sep-2025,CE,OPTIDXNIFTY30-09-2025CE22900.00,,2232.0,0.0,0.0,0,10.0,0.0,,,1725,1834.25,75,2082.05
NIFTY,22900,30-Sep-2025,PE,OPTIDXNIFTY30-09-2025PE22900.00,,1.0,-0.7,-41.17647058823529,19933,1431.0,27.63,,,2550,1.0,2700,1.05
NIFTY,22900,07-Oct-2025,CE,OPTIDXNIFTY07-10-2025CE22900.00,,2107.8,265.5500000000002,14.41443886551772,12,2.0,29.56,,,300,1890.05,300,2292.05
NIFTY,22900,07-Oct-2025,PE,OPTIDXNIFTY07-10-2025PE22900.00,,3.05,-0.15000000000000036,-4.687500000000011,941,564.0,20.69,,,300,2.8,1500,4.3
NIFTY,22900,28-Oct-2025,CE,OPTIDXNIFTY28-10-2025CE22900.00,,2014.25,0.0,0.0,0,1.0,0.0,,,1800,1942.85,1725,2278.75
NIFTY,22900,28-Oct-2025,PE,OPTIDXNIFTY28-10-2025PE22900.00,,12.95,0.25,1.968503937007874,249,331.0,16.29,,,75,12.95,150,20.0
